Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min
2614,522.0,0.0,4000.0,4.0,1000.0,2614000.0,0.09999999999999999,,,0.0,5221.28734087944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,522.0,0.0,5000.0,5.0,1000.0,2615000.0,0.09999999999999999,151.12684658255765,151.12684658255765,0.0,5222.377405166626,716.875347170884,716.875347170884,0.0,,,,,,,,,,,,,13.1589180221,29.7007290219,61.6883833582,-48.5412636874,,,,,,,,,,,,,,,,,,,,,,,,
2616,523.0,0.0,1000.0,1.0,1000.0,2616000.0,0.09999999999999999,,,0.0,5225.9984929561615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,523.0,0.0,2000.0,2.0,1000.0,2617000.0,0.09999999999999999,236.58443761666462,236.58443761666462,0.0,5227.081522464752,744.688024832959,744.688024832959,0.0,,,,,,,,,,,,,21.869370489,11.1278033562,46.7123814084,-2.98435001485,,,,,,,,,,,,,,,,,,,,,,,,
2618,523.0,0.0,3000.0,3.0,1000.0,2618000.0,0.09999999999999999,,,0.0,5229.1253407001495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,523.0,0.0,4000.0,4.0,1000.0,2619000.0,0.09999999999999999,266.33874638283874,266.33874638283874,0.0,5230.206687927246,710.2971327761779,710.2971327761779,0.0,,,,,,,,,,,,,22.0350390675,11.1741110239,50.115488545,-2.29607136139,,,,,,,,,,,,,,,,,,,,,,,,
2620,523.0,0.0,5000.0,5.0,1000.0,2620000.0,0.09999999999999999,283.4356172369678,283.4356172369678,0.0,5231.29284620285,,,,,,,,,,,,,,,,27.3677884838,11.5938144085,59.4745821845,1.2486470506,,,,,,,,,,,,,,,,,,,,,,,,
2621,524.0,0.0,1000.0,1.0,1000.0,2621000.0,0.09999999999999999,60.027237933408536,60.027237933408536,0.0,5235.033003807068,706.0032425720552,706.0032425720552,0.0,,,,,,,,,,,,,12.4712421284,27.0211132769,52.9788168305,-69.2545879561,,,,,,,,,,,,,,,,,,,,,,,,
2622,524.0,0.0,2000.0,2.0,1000.0,2622000.0,0.09999999999999999,,,0.0,5237.066451787949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,524.0,0.0,3000.0,3.0,1000.0,2623000.0,0.09999999999999999,282.9324485984906,282.9324485984906,0.0,5238.142299890518,680.4286285762931,680.4286285762931,0.0,,,,,,,,,,,,,25.4852713963,8.60274279006,43.9726206374,-3.06088545172,,,,,,,,,,,,,,,,,,,,,,,,
2624,524.0,0.0,4000.0,4.0,1000.0,2624000.0,0.09999999999999999,,,0.0,5240.198867321014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,524.0,0.0,5000.0,5.0,1000.0,2625000.0,0.09999999999999999,312.6501543173522,312.6501543173522,0.0,5241.321408033371,420.21764379613245,420.21764379613245,0.0,,,,,,,,,,,,,27.7835230052,12.1847073359,53.4148800405,-10.115631285,,,,,,,,,,,,,,,,,,,,,,,,
2626,525.0,0.0,1000.0,1.0,1000.0,2626000.0,0.09999999999999999,,,0.0,5244.910938262939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,525.0,0.0,2000.0,2.0,1000.0,2627000.0,0.09999999999999999,351.05461537519653,351.05461537519653,0.0,5245.983512639999,647.0995945564255,647.0995945564255,0.0,,,,,,,,,,,,,31.4041847764,15.3469891894,55.3648363329,-1.19736633728,,,,,,,,,,,,,,,,,,,,,,,,
2628,525.0,0.0,3000.0,3.0,1000.0,2628000.0,0.09999999999999999,,,0.0,5247.992522478104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,525.0,0.0,4000.0,4.0,1000.0,2629000.0,0.09999999999999999,287.91066255863046,287.91066255863046,0.0,5249.059490680695,614.2690116762319,614.2690116762319,0.0,,,,,,,,,,,,,27.9356473537,12.8676053673,55.415758565,-1.16732898507,,,,,,,,,,,,,,,,,,,,,,,,
2630,525.0,0.0,5000.0,5.0,1000.0,2630000.0,0.09999999999999999,314.81979544905664,314.81979544905664,0.0,5250.123650312424,,,,,,,,,,,,,,,,28.0945159492,9.59707788567,46.9684860697,-0.111847862505,,,,,,,,,,,,,,,,,,,,,,,,
2631,526.0,0.0,1000.0,1.0,1000.0,2631000.0,0.09999999999999999,246.1632133231572,246.1632133231572,0.0,5253.763262987137,743.7501728004448,743.7501728004448,0.0,,,,,,,,,,,,,22.3883089232,10.5256979219,45.1661216297,-9.77009937139,,,,,,,,,,,,,,,,,,,,,,,,
2632,526.0,0.0,2000.0,2.0,1000.0,2632000.0,0.09999999999999999,,,0.0,5255.81485915184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,526.0,0.0,3000.0,3.0,1000.0,2633000.0,0.09999999999999999,321.00401679805753,321.00401679805753,0.0,5256.885379552841,615.3035013334365,615.3035013334365,0.0,,,,,,,,,,,,,33.1943999889,15.364893253,54.2881939286,-11.0504879703,,,,,,,,,,,,,,,,,,,,,,,,
2634,526.0,0.0,4000.0,4.0,1000.0,2634000.0,0.09999999999999999,,,0.0,5259.010903835297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,526.0,0.0,5000.0,5.0,1000.0,2635000.0,0.09999999999999999,301.1874475623204,301.1874475623204,0.0,5260.105685472488,685.0040676603179,685.0040676603179,0.0,,,,,,,,,,,,,25.4645283363,12.3291470647,57.8697679613,-6.2585877881,,,,,,,,,,,,,,,,,,,,,,,,
2636,527.0,0.0,1000.0,1.0,1000.0,2636000.0,0.09999999999999999,,,0.0,5264.070610046387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,527.0,0.0,2000.0,2.0,1000.0,2637000.0,0.09999999999999999,302.6969470827747,302.6969470827747,0.0,5265.255082845688,669.7930538982138,669.7930538982138,0.0,,,,,,,,,,,,,26.9967052855,9.28656688817,47.1511234864,0.0468986591474,,,,,,,,,,,,,,,,,,,,,,,,
2638,527.0,0.0,3000.0,3.0,1000.0,2638000.0,0.09999999999999999,,,0.0,5267.395920753479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,527.0,0.0,4000.0,4.0,1000.0,2639000.0,0.09999999999999999,103.49121456779285,103.49121456779285,0.0,5268.5891625881195,690.0929799348455,690.0929799348455,0.0,,,,,,,,,,,,,17.9813383228,31.7614358909,44.5177794255,-83.2397897036,,,,,,,,,,,,,,,,,,,,,,,,
2640,527.0,0.0,5000.0,5.0,1000.0,2640000.0,0.09999999999999999,275.505123260344,275.505123260344,0.0,5269.832346439362,,,,,,,,,,,,,,,,24.5837262453,10.7815740563,51.1921100942,0.505081111811,,,,,,,,,,,,,,,,,,,,,,,,
2641,528.0,0.0,1000.0,1.0,1000.0,2641000.0,0.09999999999999999,294.21891716293374,294.21891716293374,0.0,5273.855992555618,731.806472494581,731.806472494581,0.0,,,,,,,,,,,,,27.5239015584,11.7847348714,51.2743286942,-2.5748626634,,,,,,,,,,,,,,,,,,,,,,,,
2642,528.0,0.0,2000.0,2.0,1000.0,2642000.0,0.09999999999999999,,,0.0,5276.145745038986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,528.0,0.0,3000.0,3.0,1000.0,2643000.0,0.09999999999999999,243.02543874175998,243.02543874175998,0.0,5277.3745930194855,630.696136467274,630.696136467274,0.0,,,,,,,,,,,,,23.2163018727,13.2555590481,51.2803069141,-9.77414467819,,,,,,,,,,,,,,,,,,,,,,,,
2644,528.0,0.0,4000.0,4.0,1000.0,2644000.0,0.09999999999999999,,,0.0,5279.431512832642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,528.0,0.0,5000.0,5.0,1000.0,2645000.0,0.09999999999999999,-26.974766276874128,-26.974766276874128,0.0,5280.5068390369415,705.156491178265,705.156491178265,0.0,,,,,,,,,,,,,3.56372691135,24.1062555313,38.3526031913,-65.0292012926,,,,,,,,,,,,,,,,,,,,,,,,
2646,529.0,0.0,1000.0,1.0,1000.0,2646000.0,0.09999999999999999,,,0.0,5284.080819606781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2647,529.0,0.0,2000.0,2.0,1000.0,2647000.0,0.09999999999999999,235.09711836887473,235.09711836887473,0.0,5285.158853769302,746.9091049005763,746.9091049005763,0.0,,,,,,,,,,,,,19.8853201451,16.1709565112,49.3171607722,-20.8621651146,,,,,,,,,,,,,,,,,,,,,,,,
2648,529.0,0.0,3000.0,3.0,1000.0,2648000.0,0.09999999999999999,,,0.0,5287.196768760681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,529.0,0.0,4000.0,4.0,1000.0,2649000.0,0.09999999999999999,243.45213531868328,243.45213531868328,0.0,5288.262914896011,665.6352158974029,665.6352158974029,0.0,,,,,,,,,,,,,20.992243019,13.6494824449,46.1735647202,-6.46043399404,,,,,,,,,,,,,,,,,,,,,,,,
2650,529.0,0.0,5000.0,5.0,1000.0,2650000.0,0.09999999999999999,198.40963070567565,198.40963070567565,0.0,5289.326776981354,,,,,,,,,,,,,,,,21.9880408697,11.2287846702,42.0376417199,-21.9008498231,,,,,,,,,,,,,,,,,,,,,,,,
2651,530.0,0.0,1000.0,1.0,1000.0,2651000.0,0.09999999999999999,3.917903310697897,3.917903310697897,0.0,5292.918398141861,711.4036400206423,711.4036400206423,0.0,,,,,,,,,,,,,5.09973182732,24.6933406292,35.9124603131,-58.2918309629,,,,,,,,,,,,,,,,,,,,,,,,
2652,530.0,0.0,2000.0,2.0,1000.0,2652000.0,0.09999999999999999,,,0.0,5294.9066462516785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,530.0,0.0,3000.0,3.0,1000.0,2653000.0,0.09999999999999999,190.67771742096488,190.67771742096488,0.0,5295.969228029251,636.0539568702357,636.0539568702357,0.0,,,,,,,,,,,,,22.9606237653,25.0747003761,57.0349855773,-49.0001925289,,,,,,,,,,,,,,,,,,,,,,,,
2654,530.0,0.0,4000.0,4.0,1000.0,2654000.0,0.09999999999999999,,,0.0,5298.002603054047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,530.0,0.0,5000.0,5.0,1000.0,2655000.0,0.09999999999999999,321.7790372034626,321.7790372034626,0.0,5299.090384244919,653.8965439220584,653.8965439220584,0.0,,,,,,,,,,,,,27.5906259589,11.8425192062,53.3496969028,-0.696311537751,,,,,,,,,,,,,,,,,,,,,,,,
2656,531.0,0.0,1000.0,1.0,1000.0,2656000.0,0.09999999999999999,,,0.0,5302.743207931519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,531.0,0.0,2000.0,2.0,1000.0,2657000.0,0.09999999999999999,267.70374091913465,267.70374091913465,0.0,5303.865177631378,795.0428110873246,795.0428110873246,0.0,,,,,,,,,,,,,25.1833140234,9.55034461161,47.7680343639,-0.865625118619,,,,,,,,,,,,,,,,,,,,,,,,
2658,531.0,0.0,3000.0,3.0,1000.0,2658000.0,0.09999999999999999,,,0.0,5305.958480596542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,531.0,0.0,4000.0,4.0,1000.0,2659000.0,0.09999999999999999,268.5219922871675,268.5219922871675,0.0,5307.042925357819,706.670221941602,706.670221941602,0.0,,,,,,,,,,,,,23.4907758909,8.31581999808,42.9056893699,-0.428568070437,,,,,,,,,,,,,,,,,,,,,,,,
2660,531.0,0.0,5000.0,5.0,1000.0,2660000.0,0.09999999999999999,285.4796201032184,285.4796201032184,0.0,5308.145663022995,,,,,,,,,,,,,,,,25.0540104918,14.3414450536,57.8147017403,1.38108681249,,,,,,,,,,,,,,,,,,,,,,,,
2661,532.0,0.0,1000.0,1.0,1000.0,2661000.0,0.09999999999999999,174.01996500837188,174.01996500837188,0.0,5311.86786532402,777.4866710815918,777.4866710815918,0.0,,,,,,,,,,,,,20.2612813665,14.137180665,50.2786617379,-29.0704282274,,,,,,,,,,,,,,,,,,,,,,,,
2662,532.0,0.0,2000.0,2.0,1000.0,2662000.0,0.09999999999999999,,,0.0,5313.975802898407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,532.0,0.0,3000.0,3.0,1000.0,2663000.0,0.09999999999999999,221.3132841758455,221.3132841758455,0.0,5315.0952088832855,655.391966116512,655.391966116512,0.0,,,,,,,,,,,,,19.4594374981,12.5737022043,47.9370419954,-11.9668184877,,,,,,,,,,,,,,,,,,,,,,,,
2664,532.0,0.0,4000.0,4.0,1000.0,2664000.0,0.09999999999999999,,,0.0,5317.223123073578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,532.0,0.0,5000.0,5.0,1000.0,2665000.0,0.09999999999999999,183.90513252307102,183.90513252307102,0.0,5318.326623678207,653.3448903462645,653.3448903462645,0.0,,,,,,,,,,,,,22.062737515,18.9134124392,53.905685436,-37.7163835215,,,,,,,,,,,,,,,,,,,,,,,,
2666,533.0,0.0,1000.0,1.0,1000.0,2666000.0,0.09999999999999999,,,0.0,5322.185039758682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,533.0,0.0,2000.0,2.0,1000.0,2667000.0,0.09999999999999999,375.45544672496493,375.45544672496493,0.0,5323.3086450099945,702.8884074387531,702.8884074387531,0.0,,,,,,,,,,,,,32.7651167386,10.168394504,51.2666062792,1.21998008242,,,,,,,,,,,,,,,,,,,,,,,,
2668,533.0,0.0,3000.0,3.0,1000.0,2668000.0,0.09999999999999999,,,0.0,5325.388504266739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,533.0,0.0,4000.0,4.0,1000.0,2669000.0,0.09999999999999999,245.2133940549165,245.2133940549165,0.0,5326.516131401062,695.7060756450323,695.7060756450323,0.0,,,,,,,,,,,,,26.6219273215,15.5205311618,62.9660901668,-22.6207480981,,,,,,,,,,,,,,,,,,,,,,,,
2670,533.0,0.0,5000.0,5.0,1000.0,2670000.0,0.09999999999999999,351.2146212623847,351.2146212623847,0.0,5327.591798067093,,,,,,,,,,,,,,,,32.3340677566,15.6273078956,62.3335743007,-6.9013554769,,,,,,,,,,,,,,,,,,,,,,,,
2671,534.0,0.0,1000.0,1.0,1000.0,2671000.0,0.09999999999999999,327.4626496178094,327.4626496178094,0.0,5331.357016801834,648.6377338132559,648.6377338132559,0.0,,,,,,,,,,,,,29.5579824804,10.2263088822,52.8926701466,-1.13254308776,,,,,,,,,,,,,,,,,,,,,,,,
2672,534.0,0.0,2000.0,2.0,1000.0,2672000.0,0.09999999999999999,,,0.0,5333.4597244262695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,534.0,0.0,3000.0,3.0,1000.0,2673000.0,0.09999999999999999,294.57127197920465,294.57127197920465,0.0,5334.594475746155,612.6733578730409,612.6733578730409,0.0,,,,,,,,,,,,,27.1908984422,8.88633798789,47.5102357819,1.49037098507,,,,,,,,,,,,,,,,,,,,,,,,
2674,534.0,0.0,4000.0,4.0,1000.0,2674000.0,0.09999999999999999,,,0.0,5336.804892778397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,534.0,0.0,5000.0,5.0,1000.0,2675000.0,0.09999999999999999,436.7622227453735,436.7622227453735,0.0,5338.028065443039,734.0069861495228,734.0069861495228,0.0,,,,,,,,,,,,,38.703870614,13.1424250844,60.5387760673,-0.543641693348,,,,,,,,,,,,,,,,,,,,,,,,
2676,535.0,0.0,1000.0,1.0,1000.0,2676000.0,0.09999999999999999,,,0.0,5341.842202425003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,535.0,0.0,2000.0,2.0,1000.0,2677000.0,0.09999999999999999,328.5197686463457,328.5197686463457,0.0,5343.0022785663605,655.5429728579335,655.5429728579335,0.0,,,,,,,,,,,,,30.8871236426,9.25336116828,50.8981191869,1.76758047282,,,,,,,,,,,,,,,,,,,,,,,,
2678,535.0,0.0,3000.0,3.0,1000.0,2678000.0,0.09999999999999999,,,0.0,5345.229375600815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,535.0,0.0,4000.0,4.0,1000.0,2679000.0,0.09999999999999999,342.9654285096099,342.9654285096099,0.0,5346.408133983612,650.6322055447623,650.6322055447623,0.0,,,,,,,,,,,,,31.8810311298,11.7047309692,50.0114738689,0.0839214854623,,,,,,,,,,,,,,,,,,,,,,,,
2680,535.0,0.0,5000.0,5.0,1000.0,2680000.0,0.09999999999999999,221.48725039972376,221.48725039972376,0.0,5347.529757976532,,,,,,,,,,,,,,,,25.9777085062,20.3194562111,66.9955821725,-41.1167490991,,,,,,,,,,,,,,,,,,,,,,,,
2681,536.0,0.0,1000.0,1.0,1000.0,2681000.0,0.09999999999999999,349.14266437716543,349.14266437716543,0.0,5351.504130125046,693.3178243254857,693.3178243254857,0.0,,,,,,,,,,,,,32.8687311293,14.4833417191,66.8827611043,-5.08384247987,,,,,,,,,,,,,,,,,,,,,,,,
2682,536.0,0.0,2000.0,2.0,1000.0,2682000.0,0.09999999999999999,,,0.0,5354.397471189499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,536.0,0.0,3000.0,3.0,1000.0,2683000.0,0.09999999999999999,266.4219217064296,266.4219217064296,0.0,5356.133666753769,735.4239297542915,735.4239297542915,0.0,,,,,,,,,,,,,26.564429598,13.043963469,57.2042806197,-2.10797268744,,,,,,,,,,,,,,,,,,,,,,,,
2684,536.0,0.0,4000.0,4.0,1000.0,2684000.0,0.09999999999999999,,,0.0,5358.52549290657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,536.0,0.0,5000.0,5.0,1000.0,2685000.0,0.09999999999999999,374.846800723788,374.846800723788,0.0,5359.878169775009,683.3310282415274,683.3310282415274,0.0,,,,,,,,,,,,,33.1569708785,13.5881892769,58.1363855877,-1.14952041207,,,,,,,,,,,,,,,,,,,,,,,,
2686,537.0,0.0,1000.0,1.0,1000.0,2686000.0,0.09999999999999999,,,0.0,5363.661913394928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,537.0,0.0,2000.0,2.0,1000.0,2687000.0,0.09999999999999999,373.12161334775766,373.12161334775766,0.0,5365.044557571411,595.6227211893523,595.6227211893523,0.0,,,,,,,,,,,,,34.1446499105,11.8764509708,59.4920718297,-2.42680821291,,,,,,,,,,,,,,,,,,,,,,,,
2688,537.0,0.0,3000.0,3.0,1000.0,2688000.0,0.09999999999999999,,,0.0,5367.423052549362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,537.0,0.0,4000.0,4.0,1000.0,2689000.0,0.09999999999999999,310.70503040113323,310.70503040113323,0.0,5368.841717004776,668.6755314322766,668.6755314322766,0.0,,,,,,,,,,,,,27.473116692,8.55783635187,46.93016998,1.11632387529,,,,,,,,,,,,,,,,,,,,,,,,
2690,537.0,0.0,5000.0,5.0,1000.0,2690000.0,0.09999999999999999,310.14976976261363,310.14976976261363,0.0,5370.226724147797,,,,,,,,,,,,,,,,26.7584719119,13.7575310271,60.0833926254,-0.303488847906,,,,,,,,,,,,,,,,,,,,,,,,
2691,538.0,0.0,1000.0,1.0,1000.0,2691000.0,0.09999999999999999,380.85232648355833,380.85232648355833,0.0,5374.071246385574,688.0966102986562,688.0966102986562,0.0,,,,,,,,,,,,,35.5312966502,13.4450283856,63.5741720256,-7.74557154363,,,,,,,,,,,,,,,,,,,,,,,,
2692,538.0,0.0,2000.0,2.0,1000.0,2692000.0,0.09999999999999999,,,0.0,5376.1052532196045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,538.0,0.0,3000.0,3.0,1000.0,2693000.0,0.09999999999999999,285.39806400807925,285.39806400807925,0.0,5377.314956903458,682.6688191869858,682.6688191869858,0.0,,,,,,,,,,,,,27.3922123469,10.973651938,52.6275675275,1.58423157327,,,,,,,,,,,,,,,,,,,,,,,,
2694,538.0,0.0,4000.0,4.0,1000.0,2694000.0,0.09999999999999999,,,0.0,5379.600488185883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,538.0,0.0,5000.0,5.0,1000.0,2695000.0,0.09999999999999999,298.637144585487,298.637144585487,0.0,5380.8086133003235,723.3936167828851,723.3936167828851,0.0,,,,,,,,,,,,,30.4985930532,11.9300818177,52.2302966237,-6.41291509737,,,,,,,,,,,,,,,,,,,,,,,,
2696,539.0,0.0,1000.0,1.0,1000.0,2696000.0,0.09999999999999999,,,0.0,5384.767856359482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,539.0,0.0,2000.0,2.0,1000.0,2697000.0,0.09999999999999999,333.8142423266895,333.8142423266895,0.0,5385.862709760666,658.8281357351696,658.8281357351696,0.0,,,,,,,,,,,,,34.0587674018,12.7243641014,61.1724763039,-6.84185019291,,,,,,,,,,,,,,,,,,,,,,,,
2698,539.0,0.0,3000.0,3.0,1000.0,2698000.0,0.09999999999999999,,,0.0,5388.058678150177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,539.0,0.0,4000.0,4.0,1000.0,2699000.0,0.09999999999999999,366.05054147945395,366.05054147945395,0.0,5389.245913743973,694.3938792022344,694.3938792022344,0.0,,,,,,,,,,,,,31.3627971928,12.865682005,58.0015432986,-3.78315173759,,,,,,,,,,,,,,,,,,,,,,,,
2700,539.0,0.0,5000.0,5.0,1000.0,2700000.0,0.09999999999999999,283.8027708683016,283.8027708683016,0.0,5390.336024284363,,,,,,,,,,,,,,,,29.2456347559,10.0695209282,50.4665492258,-8.74098655657,,,,,,,,,,,,,,,,,,,,,,,,
2701,540.0,0.0,1000.0,1.0,1000.0,2701000.0,0.09999999999999999,319.4980819421569,319.4980819421569,0.0,5394.3185114860535,691.7827675073956,691.7827675073956,0.0,,,,,,,,,,,,,29.5471459985,11.2157013962,49.6866358117,1.36191657804,,,,,,,,,,,,,,,,,,,,,,,,
2702,540.0,0.0,2000.0,2.0,1000.0,2702000.0,0.09999999999999999,,,0.0,5396.640086174011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,540.0,0.0,3000.0,3.0,1000.0,2703000.0,0.09999999999999999,349.64884970737774,349.64884970737774,0.0,5397.78085398674,693.149608881007,693.149608881007,0.0,,,,,,,,,,,,,29.6751468502,13.5471384145,54.7872949475,-6.79294783256,,,,,,,,,,,,,,,,,,,,,,,,
2704,540.0,0.0,4000.0,4.0,1000.0,2704000.0,0.09999999999999999,,,0.0,5399.819064617157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,540.0,0.0,5000.0,5.0,1000.0,2705000.0,0.09999999999999999,361.31260775317594,361.31260775317594,0.0,5400.9637134075165,634.2920815193659,634.2920815193659,0.0,,,,,,,,,,,,,33.2760989652,10.5485348051,56.3336872196,1.09314680278,,,,,,,,,,,,,,,,,,,,,,,,
2706,541.0,0.0,1000.0,1.0,1000.0,2706000.0,0.09999999999999999,,,0.0,5404.61009144783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,541.0,0.0,2000.0,2.0,1000.0,2707000.0,0.09999999999999999,321.74945869008815,321.74945869008815,0.0,5405.681170225143,721.8153269016707,721.8153269016707,0.0,,,,,,,,,,,,,29.9666952261,13.0028255289,61.3873057948,1.04955776243,,,,,,,,,,,,,,,,,,,,,,,,
2708,541.0,0.0,3000.0,3.0,1000.0,2708000.0,0.09999999999999999,,,0.0,5407.720808982849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,541.0,0.0,4000.0,4.0,1000.0,2709000.0,0.09999999999999999,277.71012817946115,277.71012817946115,0.0,5408.932842731476,606.7831509755829,606.7831509755829,0.0,,,,,,,,,,,,,24.9050878049,14.7492068058,54.0024049009,-7.72060131733,,,,,,,,,,,,,,,,,,,,,,,,
2710,541.0,0.0,5000.0,5.0,1000.0,2710000.0,0.09999999999999999,302.0456604533187,302.0456604533187,0.0,5410.178452014923,,,,,,,,,,,,,,,,30.5507873913,12.5350807071,54.3462738301,-3.49718531256,,,,,,,,,,,,,,,,,,,,,,,,
2711,542.0,0.0,1000.0,1.0,1000.0,2711000.0,0.09999999999999999,378.8682844954084,378.8682844954084,0.0,5414.173218488693,750.4628162785779,750.4628162785779,0.0,,,,,,,,,,,,,34.0628954941,10.2465461391,56.578417782,-0.346861420815,,,,,,,,,,,,,,,,,,,,,,,,
2712,542.0,0.0,2000.0,2.0,1000.0,2712000.0,0.09999999999999999,,,0.0,5416.320833683014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713,542.0,0.0,3000.0,3.0,1000.0,2713000.0,0.09999999999999999,338.53401646683045,338.53401646683045,0.0,5417.466220855713,658.8062945367233,658.8062945367233,0.0,,,,,,,,,,,,,29.8038135692,12.7523612988,54.1120037941,-6.56649506054,,,,,,,,,,,,,,,,,,,,,,,,
2714,542.0,0.0,4000.0,4.0,1000.0,2714000.0,0.09999999999999999,,,0.0,5419.594304800034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,542.0,0.0,5000.0,5.0,1000.0,2715000.0,0.09999999999999999,428.235174141584,428.235174141584,0.0,5420.70515370369,608.2476537293695,608.2476537293695,0.0,,,,,,,,,,,,,36.286039146,14.2432483493,77.3754194206,0.439813782199,,,,,,,,,,,,,,,,,,,,,,,,
2716,543.0,0.0,1000.0,1.0,1000.0,2716000.0,0.09999999999999999,,,0.0,5424.7290897369385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,543.0,0.0,2000.0,2.0,1000.0,2717000.0,0.09999999999999999,292.0369664876541,292.0369664876541,0.0,5425.865134000778,697.4353648019957,697.4353648019957,0.0,,,,,,,,,,,,,25.9442641814,9.23710441365,51.1866358507,-3.23643247871,,,,,,,,,,,,,,,,,,,,,,,,
2718,543.0,0.0,3000.0,3.0,1000.0,2718000.0,0.09999999999999999,,,0.0,5428.104070425034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
